ts,cpu_load,cpu_freq,memory_usage,cpu_temp,gpu_memory_usage,gpu_load,gpu_temp,hashrate,unpaid
10/25/2021 17:09:29,12.5,3630.62,1156558848,39.0,9.0,0.0,51.0,,
10/25/2021 17:09:40,6.0,2262.78,1396187136,30.0,3183.0,1.0,54.0,,
10/25/2021 17:09:50,2.2,2650.15,1394483200,30.0,3183.0,1.0,56.0,,
10/25/2021 17:10:00,3.8,3465.88,1434423296,30.0,3183.0,1.0,58.0,,
10/25/2021 17:10:10,3.9,2570.79,1436827648,30.0,3183.0,1.0,60.0,,
10/25/2021 17:10:20,3.5,3523.15,1437335552,31.0,3183.0,1.0,61.0,,
10/25/2021 17:10:30,4.1,3754.48,1426538496,31.0,3183.0,1.0,64.0,119772.51,4126421.0
10/25/2021 17:10:41,3.7,3548.11,1535709184,30.0,3183.0,1.0,65.0,119772.51,4126421.0
10/25/2021 17:10:51,5.7,3868.42,1687564288,41.0,3183.0,1.0,66.0,119772.51,4126421.0
10/25/2021 17:11:02,13.1,2480.85,1694916608,31.0,3183.0,1.0,67.0,119772.51,4126421.0
10/25/2021 17:11:12,9.1,2128.93,1698459648,32.0,3183.0,1.0,68.0,119772.51,4126421.0
10/25/2021 17:11:22,6.7,3592.57,1352679424,30.0,3183.0,1.0,69.0,119772.51,4126421.0
10/25/2021 17:11:33,2.4,1053.68,1352228864,31.0,3183.0,1.0,69.0,119772.51,4126421.0
10/25/2021 17:11:43,2.8,2246.11,1350311936,32.0,3183.0,1.0,69.0,119772.51,4126421.0
10/25/2021 17:11:53,2.2,3628.34,1350217728,31.0,3183.0,1.0,70.0,119772.51,4126421.0
10/25/2021 17:12:04,2.2,3718.23,1349533696,32.0,3183.0,1.0,70.0,119772.51,4126421.0
10/25/2021 17:12:14,2.4,1786.05,1348628480,33.0,3183.0,1.0,70.0,119772.51,4126421.0
10/25/2021 17:12:24,2.3,1374.88,1349095424,31.0,3183.0,1.0,71.0,119772.51,4126421.0
10/25/2021 17:12:35,2.1,1046.8,1350553600,30.0,3183.0,1.0,71.0,119772.51,4126421.0
10/25/2021 17:12:45,2.7,2359.09,1352220672,31.0,3183.0,1.0,71.0,119772.51,4126421.0
10/25/2021 17:12:55,2.0,3531.46,1350193152,31.0,3183.0,1.0,71.0,119772.51,4126421.0
10/25/2021 17:13:06,2.2,1235.48,1350172672,30.0,3183.0,1.0,71.0,119772.51,4126421.0
