ts,cpu_load,cpu_freq,memory_usage,cpu_temp,gpu_memory_usage,gpu_load,gpu_temp,hashrate,unpaid
11/10/2021 08:30:20,2.2,939.55,1271443456,35.0,8.0,0.0,33.0,,127800788
11/10/2021 08:30:31,0.2,827.32,1272037376,35.0,8.0,0.0,33.0,,127800788
11/10/2021 08:30:41,0.2,1397.36,1272389632,36.0,8.0,0.0,33.0,,127800788
11/10/2021 08:30:51,0.3,855.19,1273008128,35.0,8.0,0.0,33.0,,127800788
11/10/2021 08:31:01,0.4,816.71,1274392576,34.0,8.0,0.0,33.0,,127800788
11/10/2021 08:31:12,0.5,856.46,1274023936,33.0,8.0,0.0,33.0,,127800788
11/10/2021 08:31:22,0.2,869.08,1274626048,33.0,8.0,0.0,33.0,,127800788
11/10/2021 08:31:33,0.1,828.0,1274056704,34.0,8.0,0.0,33.0,,127800788
11/10/2021 08:31:43,0.2,839.34,1275015168,33.0,8.0,0.0,33.0,,127800788
11/10/2021 08:31:53,0.1,829.41,1274544128,34.0,8.0,0.0,33.0,,127800788
11/10/2021 08:32:03,0.2,838.76,1274617856,33.0,8.0,0.0,33.0,,127800788
11/10/2021 08:32:14,0.7,853.43,1275838464,33.0,8.0,0.0,33.0,,127800788
11/10/2021 08:32:24,0.4,848.17,1276022784,33.0,8.0,0.0,33.0,,127800788
11/10/2021 08:32:35,0.1,835.88,1275404288,32.0,8.0,0.0,33.0,,127800788
11/10/2021 08:32:45,0.2,1197.64,1275580416,32.0,8.0,0.0,33.0,,127800788
11/10/2021 08:32:55,0.1,846.08,1275961344,32.0,8.0,0.0,33.0,,127800788
11/10/2021 08:33:06,0.2,936.8,1273757696,32.0,8.0,0.0,33.0,,127800788
11/10/2021 08:33:16,0.1,846.61,1273372672,32.0,8.0,0.0,32.0,,127800788
11/10/2021 08:33:26,0.2,830.35,1273024512,32.0,8.0,0.0,32.0,,127800788
11/10/2021 08:33:37,0.1,840.06,1272442880,31.0,8.0,0.0,33.0,,127800788
11/10/2021 08:33:47,0.2,930.33,1274073088,31.0,8.0,0.0,32.0,,127800788
11/10/2021 08:33:57,0.1,833.66,1272336384,32.0,8.0,0.0,33.0,,127800788
